Episode,Avg_Queue,Max_Queue,Min_Queue,Avg_Wait_Time,Max_Wait_Time,Avg_Speed,Cumulative_Reward,Vehicles_Passed
1,5.0285714285714285,9.0,1.0,2.1732142857142858,5.0,1.8947642607348305,-722.2333333333336,0
2,5.0285714285714285,9.0,1.0,2.1732142857142858,5.0,1.8947642607348305,-722.2333333333336,0
